qtask_id,qnode_id,waiting_time,execution_time,rescheduling_count,fidelity,reward
000100,2,0.0,0.7899703086110814,0,0.7613399936037684,1000000.0
000100,3,0.0,0.7652377309281404,0,0.7001206965060088,1000000.0
000101,1,0.0,6.90003538827727,1,0.033482841684282706,1000000.0
000102,2,0.0,207.7819404224297,0,0.00026536186051211614,1000000.0
000103,2,203.2330162934946,1.639188390367994,0,0.013307385799998779,1000000.0
000104,0,0.0,5.078869096054918,0,0.05645657294122611,1000000.0
000105,0,3.6561190313146597,147.5728901722457,1,0.03157046044506938,1000000.0
000106,0,144.35343087315186,123.44826196598486,0,0.06011621127777168,1000000.0
000107,0,265.43754215446666,124.17834939854275,0,0.030888239033966505,1000000.0
000108,2,176.5832064301107,34.30446065143621,0,0.04695367929629611,1000000.0
000109,0,382.8111667128402,2.507691616177116,0,0.17861170090678707,1000000.0
000110,0,384.7190687521793,209.21766382561228,0,0.018978862785462305,1000000.0
000111,1,0.0,1513.1430122695522,0,0.0029110955500648893,1000000.0
000112,0,591.3143373907145,208.265375870102,2,0.008934283503817317,1000000.0
000113,1,1503.0099201094329,379.72532879587754,2,6.975170119185607e-05,1000000.0
000114,1,1879.6805573796744,8.5381732862136,0,0.007141102078016959,1000000.0
000100,2,0.0,0.7899703086110814,0,0.7613399936037684,1000000.0
000100,3,0.0,0.7652377309281404,0,0.7001206965060088,1000000.0
000101,1,0.0,6.90003538827727,1,0.033482841684282706,1000000.0
000102,2,0.0,207.7819404224297,0,0.00026536186051211614,1000000.0
000103,2,203.2330162934946,1.639188390367994,0,0.013307385799998779,1000000.0
000104,0,0.0,5.078869096054918,0,0.05645657294122611,1000000.0
000105,0,3.6561190313146597,147.5728901722457,1,0.03157046044506938,1000000.0
000106,0,144.35343087315186,123.44826196598486,0,0.06011621127777168,1000000.0
000107,0,265.43754215446666,124.17834939854275,0,0.030888239033966505,1000000.0
000108,2,176.5832064301107,34.30446065143621,0,0.04695367929629611,1000000.0
000109,0,382.8111667128402,2.507691616177116,0,0.17861170090678707,1000000.0
000110,0,384.7190687521793,209.21766382561228,0,0.018978862785462305,1000000.0
000111,1,0.0,1513.1430122695522,0,0.0029110955500648893,1000000.0
000112,0,591.3143373907145,208.265375870102,2,0.008934283503817317,1000000.0
000113,1,1503.0099201094329,379.72532879587754,2,6.975170119185607e-05,1000000.0
000114,1,1879.6805573796744,8.5381732862136,0,0.007141102078016959,1000000.0
000200,2,175.86752830999632,1.639188390367994,1,0.013307385799998779,1000000.0
000201,0,760.015822244384,38.472433402616005,0,0.0005201239964310832,1000000.0
000202,2,163.19487376317963,29.485641768908614,0,0.010542600620891414,1000000.0
000204,1,1855.1580498398775,196.52690720999792,0,0.002733504009977385,1000000.0
000203,1,2050.7516891962255,2979.7976566173656,1,0.0003113697637245043,1000000.0
000205,0,787.9187428873091,24.632515115866354,0,0.00383424919447976,1000000.0
000206,1,5024.66830324648,25.341496875651412,0,0.6589592874780301,1000000.0
000207,0,810.9160645057513,274.481131709918,0,0.0016952696739179342,1000000.0
000208,0,1080.544937090392,324.5079923060589,1,0.00017945976028836824,1000000.0
000209,0,1397.209193737477,3.5552083672384427,8,0.00020259493031083852,1000000.0
000210,0,1399.604046372861,483.7305384673806,0,0.22207749648988262,1000000.0
000211,0,1878.4648513181933,91.3244149334375,0,0.0698954757464675,1000000.0
000212,0,1968.6681766020565,214.70919103572166,0,0.0013322671489848321,1000000.0
000213,3,0.0,11.746399169746955,0,0.0,1000000.0
000214,2,162.318885070216,76.98260657414988,0,0.0,1000000.0
000100,2,0.0,0.7899703086110814,0,0.7613399936037684,1000000.0
000100,3,0.0,0.7652377309281404,0,0.7001206965060088,1000000.0
000101,1,0.0,6.90003538827727,1,0.033482841684282706,1000000.0
000102,2,0.0,207.7819404224297,0,0.00026536186051211614,1000000.0
000103,2,203.2330162934946,1.639188390367994,0,0.013307385799998779,1000000.0
000104,0,0.0,5.078869096054918,0,0.05645657294122611,1000000.0
000105,0,3.6561190313146597,147.5728901722457,1,0.03157046044506938,1000000.0
000106,0,144.35343087315186,123.44826196598486,0,0.06011621127777168,1000000.0
000107,0,265.43754215446666,124.17834939854275,0,0.030888239033966505,1000000.0
000108,2,176.5832064301107,34.30446065143621,0,0.04695367929629611,1000000.0
000109,0,382.8111667128402,2.507691616177116,0,0.17861170090678707,1000000.0
000110,0,384.7190687521793,209.21766382561228,0,0.018978862785462305,1000000.0
000111,1,0.0,1513.1430122695522,0,0.0029110955500648893,1000000.0
000112,0,591.3143373907145,208.265375870102,2,0.008934283503817317,1000000.0
000113,1,1503.0099201094329,379.72532879587754,2,6.975170119185607e-05,1000000.0
000114,1,1879.6805573796744,8.5381732862136,0,0.007141102078016959,1000000.0
000200,2,175.86752830999632,1.639188390367994,1,0.013307385799998779,1000000.0
000201,0,760.015822244384,38.472433402616005,0,0.0005201239964310832,1000000.0
000202,2,163.19487376317963,29.485641768908614,0,0.010542600620891414,1000000.0
000204,1,1855.1580498398775,196.52690720999792,0,0.002733504009977385,1000000.0
000203,1,2050.7516891962255,2979.7976566173656,1,0.0003113697637245043,1000000.0
000205,0,787.9187428873091,24.632515115866354,0,0.00383424919447976,1000000.0
000206,1,5024.66830324648,25.341496875651412,0,0.6589592874780301,1000000.0
000207,0,810.9160645057513,274.481131709918,0,0.0016952696739179342,1000000.0
000208,0,1080.544937090392,324.5079923060589,1,0.00017945976028836824,1000000.0
000209,0,1397.209193737477,3.5552083672384427,8,0.00020259493031083852,1000000.0
000210,0,1399.604046372861,483.7305384673806,0,0.22207749648988262,1000000.0
000211,0,1878.4648513181933,91.3244149334375,0,0.0698954757464675,1000000.0
000212,0,1968.6681766020565,214.70919103572166,0,0.0013322671489848321,1000000.0
000213,3,0.0,11.746399169746955,0,0.0,1000000.0
000214,2,162.318885070216,76.98260657414988,0,0.0,1000000.0
000300,1,5016.075220471163,42.21928127863178,0,0.10194535294155818,1000000.0
000301,0,2169.1314266531335,1071.3556928809346,0,0.00023994045895149536,1000000.0
000302,1,5053.241328359344,1209.069870032916,2,9.973646850155051e-05,1000000.0
000303,1,6260.402112215714,64.40860371431481,0,0.08403073059021904,1000000.0
000305,2,218.33013044807416,8.472431559853849,0,0.004726020087632367,1000000.0
000304,2,226.42601570675563,43.72485658162336,2,0.00651253576578159,1000000.0
000306,0,3224.5965148839905,212.8363580565514,0,0.00234221255894407,1000000.0
000307,0,3435.492947654412,4.983640300503889,1,0.06165254668983661,1000000.0
000308,0,3438.6796550501563,202.1707329548361,0,0.003623014726504103,1000000.0
000309,1,6306.5643466851025,4.2690866431068,0,0.1756490427443681,1000000.0
000310,1,6306.800433595253,908.2730035921526,0,0.010957576063454775,1000000.0
000312,2,249.24273338872123,17.00411089285353,0,0.1645630165976893,1000000.0
000311,0,3629.3905327524244,131.22528026931894,1,0.039657309227348315,1000000.0
000313,1,7205.513314843162,26.284667180523844,0,0.0061788433713196814,1000000.0
000314,1,7221.088104630893,70.61367150952817,1,0.15102858995987536,1000000.0
000100,2,0.0,0.7899703086110814,0,0.7613399936037684,1000000.0
000100,3,0.0,0.7652377309281404,0,0.7001206965060088,1000000.0
000101,1,0.0,6.90003538827727,1,0.033482841684282706,1000000.0
000102,2,0.0,207.7819404224297,0,0.00026536186051211614,1000000.0
000103,2,203.2330162934946,1.639188390367994,0,0.013307385799998779,1000000.0
000104,0,0.0,5.078869096054918,0,0.05645657294122611,1000000.0
000105,0,3.6561190313146597,147.5728901722457,1,0.03157046044506938,1000000.0
000106,0,144.35343087315186,123.44826196598486,0,0.06011621127777168,1000000.0
000107,0,265.43754215446666,124.17834939854275,0,0.030888239033966505,1000000.0
000108,2,176.5832064301107,34.30446065143621,0,0.04695367929629611,1000000.0
000109,0,382.8111667128402,2.507691616177116,0,0.17861170090678707,1000000.0
000110,0,384.7190687521793,209.21766382561228,0,0.018978862785462305,1000000.0
000111,1,0.0,1513.1430122695522,0,0.0029110955500648893,1000000.0
000112,0,591.3143373907145,208.265375870102,2,0.008934283503817317,1000000.0
000113,1,1503.0099201094329,379.72532879587754,2,6.975170119185607e-05,1000000.0
000114,1,1879.6805573796744,8.5381732862136,0,0.007141102078016959,1000000.0
000200,2,175.86752830999632,1.639188390367994,1,0.013307385799998779,1000000.0
000201,0,760.015822244384,38.472433402616005,0,0.0005201239964310832,1000000.0
000202,2,163.19487376317963,29.485641768908614,0,0.010542600620891414,1000000.0
000204,1,1855.1580498398775,196.52690720999792,0,0.002733504009977385,1000000.0
000203,1,2050.7516891962255,2979.7976566173656,1,0.0003113697637245043,1000000.0
000205,0,787.9187428873091,24.632515115866354,0,0.00383424919447976,1000000.0
000206,1,5024.66830324648,25.341496875651412,0,0.6589592874780301,1000000.0
000207,0,810.9160645057513,274.481131709918,0,0.0016952696739179342,1000000.0
000208,0,1080.544937090392,324.5079923060589,1,0.00017945976028836824,1000000.0
000209,0,1397.209193737477,3.5552083672384427,8,0.00020259493031083852,1000000.0
000210,0,1399.604046372861,483.7305384673806,0,0.22207749648988262,1000000.0
000211,0,1878.4648513181933,91.3244149334375,0,0.0698954757464675,1000000.0
000212,0,1968.6681766020565,214.70919103572166,0,0.0013322671489848321,1000000.0
000213,3,0.0,11.746399169746955,0,0.0,1000000.0
000214,2,162.318885070216,76.98260657414988,0,0.0,1000000.0
000300,1,5016.075220471163,42.21928127863178,0,0.10194535294155818,1000000.0
000301,0,2169.1314266531335,1071.3556928809346,0,0.00023994045895149536,1000000.0
000302,1,5053.241328359344,1209.069870032916,2,9.973646850155051e-05,1000000.0
000303,1,6260.402112215714,64.40860371431481,0,0.08403073059021904,1000000.0
000305,2,218.33013044807416,8.472431559853849,0,0.004726020087632367,1000000.0
000304,2,226.42601570675563,43.72485658162336,2,0.00651253576578159,1000000.0
000306,0,3224.5965148839905,212.8363580565514,0,0.00234221255894407,1000000.0
000307,0,3435.492947654412,4.983640300503889,1,0.06165254668983661,1000000.0
000308,0,3438.6796550501563,202.1707329548361,0,0.003623014726504103,1000000.0
000309,1,6306.5643466851025,4.2690866431068,0,0.1756490427443681,1000000.0
000310,1,6306.800433595253,908.2730035921526,0,0.010957576063454775,1000000.0
000312,2,249.24273338872123,17.00411089285353,0,0.1645630165976893,1000000.0
000311,0,3629.3905327524244,131.22528026931894,1,0.039657309227348315,1000000.0
000313,1,7205.513314843162,26.284667180523844,0,0.0061788433713196814,1000000.0
000314,1,7221.088104630893,70.61367150952817,1,0.15102858995987536,1000000.0
000400,0,3735.5779567819095,4.190067004245307,0,0.004730899716580583,1000000.0
000401,0,3728.298478792338,192.23519528567866,1,0.005590087173449556,1000000.0
000402,1,7272.465159559015,220.4536486283407,0,0.0028566189475300917,1000000.0
000403,1,7492.676459601341,142.34425522219476,0,0.01014238164749499,1000000.0
000404,0,3911.5462768330763,272.449584071496,0,0.00035321028492527176,1000000.0
000405,2,210.02285709112334,8.946413745020497,0,0.005694435450213812,1000000.0
000406,2,216.5726336191313,1.086209174340237,0,0.11346436265418769,1000000.0
000407,0,4167.029329311337,70.8502238899661,1,0.10715580201731274,1000000.0
000408,1,7609.386749942192,318.99012521632903,0,0.0006619176548800621,1000000.0
000409,1,7927.1005287332055,12.906541014043814,0,0.10861058067334878,1000000.0
000410,0,4234.238054177048,2.825120934680548,1,0.07362377206039807,1000000.0
000411,0,4235.635327176596,408.4045611865161,0,0.5854778424008414,1000000.0
000412,0,4639.287288855676,572.9281769668451,0,0.15224265053898198,1000000.0
000413,2,201.0301257464384,36.55587603097779,0,0.01780788336755287,1000000.0
000414,0,5207.964784197736,30.663672167431567,1,0.0007921916524170254,1000000.0
000100,3,0.0,837404.4444444444,0,0.7001206965060088,1000000.0
000100,3,837406.857868697,837404.4444444444,0,0.7001206965060088,1000000.0
000101,0,0.0,1597440.0,1,0.044391117478131355,1000000.0
000102,0,1597439.6477620527,1597440.0,0,0.0017157237151527683,1000000.0
000103,1,0.0,4096000.0,0,0.00788348584681108,1000000.0
000104,2,0.0,1208775.111111111,0,0.08628375970936497,1000000.0
000105,1,4095986.020144295,4096000.0,0,0.015441246706873895,1000000.0
000106,1,8191977.144565964,4096000.0,1,0.05502650914914453,1000000.0
000107,1,12287972.78041528,4096000.0,3,0.04216434270161307,1000000.0
000108,0,3194846.80983967,1597440.0,0,0.09096925580766917,1000000.0
000110,2,1208757.0441176142,1208775.111111111,0,0.004809091843114281,1000000.0
000109,0,4792283.0745283635,1597440.0,1,0.17861170090678707,1000000.0
000111,2,2417531.6906826976,1208775.111111111,0,0.001070338378565722,1000000.0
000112,2,3626304.6439446495,1208775.111111111,2,0.0019088197499457244,1000000.0
000113,0,6389714.877100599,1597440.0,0,0.0001483440259608591,1000000.0
000114,1,16383954.72357115,4096000.0,0,0.007141102078016959,1000000.0
000100,3,0.0,837404.4444444444,0,0.7001206965060088,1000000.0
000100,3,837406.857868697,837404.4444444444,0,0.7001206965060088,1000000.0
000101,0,0.0,1597440.0,1,0.044391117478131355,1000000.0
000102,0,1597439.6477620527,1597440.0,0,0.0017157237151527683,1000000.0
000103,1,0.0,4096000.0,0,0.00788348584681108,1000000.0
000104,2,0.0,1208775.111111111,0,0.08628375970936497,1000000.0
000105,1,4095986.020144295,4096000.0,0,0.015441246706873895,1000000.0
000106,1,8191977.144565964,4096000.0,1,0.05502650914914453,1000000.0
000107,1,12287972.78041528,4096000.0,3,0.04216434270161307,1000000.0
000108,0,3194846.80983967,1597440.0,0,0.09096925580766917,1000000.0
000110,2,1208757.0441176142,1208775.111111111,0,0.004809091843114281,1000000.0
000109,0,4792283.0745283635,1597440.0,1,0.17861170090678707,1000000.0
000111,2,2417531.6906826976,1208775.111111111,0,0.001070338378565722,1000000.0
000112,2,3626304.6439446495,1208775.111111111,2,0.0019088197499457244,1000000.0
000113,0,6389714.877100599,1597440.0,0,0.0001483440259608591,1000000.0
000114,1,16383954.72357115,4096000.0,0,0.007141102078016959,1000000.0
000200,0,7987132.789700898,1597440.0,0,0.011215743464992397,1000000.0
000201,0,9584561.288452582,1597440.0,0,0.0005201239964310832,1000000.0
000202,2,4835036.380570122,1135957.3333333333,0,0.010542600620891414,1000000.0
000203,0,11181996.828460393,1597440.0,0,0.000734663808481452,1000000.0
000204,0,12779436.761728246,1597440.0,0,0.005991795725382903,1000000.0
000206,1,20479914.848579902,4096000.0,0,0.6589592874780301,1000000.0
000205,2,5970985.954985317,1208775.111111111,1,0.0009650907279625967,1000000.0
000208,0,14376864.2314872,1597440.0,1,0.00017945976028836824,1000000.0
000207,2,7179754.430902931,1208775.111111111,6,0.0,1000000.0
000210,1,24575900.128557887,4096000.0,0,0.17767240286185787,1000000.0
000209,0,15974292.38775154,1597440.0,12,0.00020259493031083852,1000000.0
000211,0,17571729.357662287,1597440.0,1,0.0698954757464675,1000000.0
000213,2,8388514.376816218,1150520.8888888888,1,0.24571929206973622,1000000.0
000212,2,9539033.583729243,1376256.0,3,0.0,1000000.0
000214,2,10915289.463384103,1339847.111111111,1,0.0,1000000.0
000100,3,0.0,837404.4444444444,0,0.7001206965060088,1000000.0
000100,3,837406.857868697,837404.4444444444,0,0.7001206965060088,1000000.0
000101,0,0.0,1597440.0,1,0.044391117478131355,1000000.0
000102,0,1597439.6477620527,1597440.0,0,0.0017157237151527683,1000000.0
